568,1,1,1,-0.819048264,0,0,1,0
2381,1,0,1,0.801231608,0,0,0,1
2909,1,0,1,-0.524451924,1,0,0,0
3367,1,1,1,0.703032828,1,0,0,0
4544,1,0,1,-0.426253144,1,0,0,0
5177,0,1,1,-0.131656803,1,0,0,0
5371,1,0,1,0.457535877,0,0,0,1
5741,1,1,1,0.212038927,0,0,0,1
6011,1,1,1,0.408436487,1,0,0,0
6114,1,0,1,0.653933437,0,0,0,1
6139,1,1,1,0.310237707,1,0,0,0
7592,1,0,1,0.261138317,0,1,0,0
8095,1,0,1,0.506635267,1,0,0,0
8981,1,0,1,0.506635267,0,0,0,1
12206,1,1,1,-0.769948874,1,0,0,0
13143,1,0,1,0.457535877,0,0,0,1
13969,1,0,1,-0.377153753,1,0,0,0
14790,1,1,1,0.703032828,1,0,0,0
16190,1,1,1,-0.524451924,0,1,0,0
16475,1,0,1,0.113840147,0,1,0,0
16920,1,1,1,0.948529778,0,0,0,1
17930,1,1,1,0.261138317,1,0,0,0
19795,1,0,1,-0.131656803,1,0,0,0
20368,0,0,0,-1.555539115,0,0,1,0
20916,1,0,1,0.555734657,1,0,0,0
23328,0,1,1,-0.328054363,0,1,0,0
24043,1,1,1,-0.229855583,1,0,0,0
24405,1,0,1,0.212038927,1,0,0,0
25092,1,0,1,0.408436487,1,0,0,0
25151,1,1,1,-0.426253144,1,0,0,0
25340,1,1,1,0.555734657,0,0,0,1
26391,1,0,1,0.064740757,1,0,0,0
29212,1,0,1,-0.131656803,1,0,0,0
29573,1,1,1,0.948529778,0,0,0,1
29846,1,1,1,0.604834047,1,0,0,0
30923,1,1,1,0.457535877,1,0,0,0
32709,1,0,1,-0.622650704,1,0,0,0
34047,1,1,1,0.261138317,0,0,0,1
34272,1,0,1,0.850330998,0,0,0,1
35198,1,1,1,0.212038927,0,0,0,1
36460,1,0,1,0.261138317,1,0,0,0
37916,1,0,1,0.752132218,1,0,0,0
39332,1,0,1,-0.426253144,1,0,0,0
40286,1,1,0,-1.064545214,0,0,1,0
42488,1,0,1,0.064740757,1,0,0,0
42684,1,1,1,-0.033458023,0,1,0,0
44468,1,0,1,0.604834047,1,0,0,0
44595,1,1,1,-0.868147654,0,0,0,1
45563,1,0,1,0.113840147,1,0,0,0
47081,1,0,1,-0.377153753,1,0,0,0
47719,1,1,1,0.261138317,1,0,0,0
48458,1,1,1,0.359337097,0,0,0,1
50595,1,0,1,-0.573551314,1,0,0,0
51809,1,1,1,0.015641367,1,0,0,0
53094,1,1,1,-0.475352534,1,0,0,0
53406,1,1,1,-0.377153753,1,0,0,0
53947,1,1,1,0.064740757,1,0,0,0
54086,1,1,1,0.310237707,1,0,0,0
54409,1,1,1,0.850330998,1,0,0,0
54482,1,0,1,0.162939537,0,0,0,1
54644,1,1,1,-0.475352534,1,0,0,0
54791,1,0,1,0.948529778,0,0,0,1
55722,0,1,1,-0.720849484,1,0,0,0
56821,1,0,1,0.359337097,0,1,0,0
58529,1,1,1,0.359337097,1,0,0,0
63563,1,1,1,0.653933437,1,0,0,0
63665,1,1,1,0.653933437,1,0,0,0
65275,1,0,1,0.162939537,1,0,0,0
65822,1,0,1,0.506635267,0,0,0,1
66184,1,1,1,-0.426253144,1,0,0,0
68726,1,0,1,-0.278954973,1,0,0,0
69558,1,0,1,0.359337097,1,0,0,0
70539,1,0,1,0.359337097,0,0,0,1
74531,1,1,1,0.113840147,1,0,0,0
74979,1,1,1,0.703032828,1,0,0,0
75747,1,1,1,-0.082557413,1,0,0,0
76447,1,0,1,-0.082557413,1,0,0,0
77651,1,0,1,0.604834047,0,0,0,1
78209,1,1,1,-0.377153753,1,0,0,0
78229,1,1,1,0.408436487,1,0,0,0
81794,1,0,1,0.604834047,1,0,0,0
82081,1,1,1,-0.622650704,1,0,0,0
82179,1,1,1,-1.064545214,1,0,0,0
82336,0,1,1,-3.568614107,0,0,0,0
83147,1,0,1,0.850330998,1,0,0,0
83844,1,1,1,0.212038927,0,0,0,1
85302,1,1,1,0.015641367,0,0,0,1
86291,1,1,1,0.408436487,1,0,0,0
87231,1,1,1,-0.033458023,1,0,0,0
92130,1,0,1,-0.229855583,1,0,0,0
92939,1,1,1,0.212038927,1,0,0,0
94548,1,0,1,0.899430388,1,0,0,0
95141,1,0,1,0.752132218,1,0,0,0
96048,1,0,1,0.015641367,1,0,0,0
98217,1,0,1,0.113840147,1,0,0,0
98647,1,0,1,0.359337097,1,0,0,0
101055,1,0,1,0.408436487,0,0,0,1
101064,1,1,1,0.359337097,1,0,0,0
101934,1,1,1,-0.082557413,1,0,0,0
103243,1,1,1,-0.524451924,1,0,0,0
103864,1,1,1,0.113840147,1,0,0,0
104363,1,1,1,-0.573551314,1,0,0,0
104708,1,1,1,-0.475352534,1,0,0,0
104734,1,0,1,0.506635267,0,0,0,1
105513,1,0,1,0.359337097,1,0,0,0
106764,1,1,1,0.653933437,1,0,0,0
107995,1,0,1,0.752132218,0,0,1,0
110719,1,1,1,0.408436487,1,0,0,0
112201,1,0,1,-0.131656803,1,0,0,0
112914,1,1,1,-0.229855583,0,1,0,0
112933,1,0,1,0.212038927,1,0,0,0
113123,1,0,1,0.997629168,1,0,0,0
113631,1,1,1,0.015641367,1,0,0,0
114938,1,1,1,-0.278954973,1,0,0,0
115301,1,1,1,0.408436487,1,0,0,0
115401,1,1,1,-0.278954973,1,0,0,0
115687,1,1,1,0.212038927,1,0,0,0
115736,1,1,1,0.261138317,1,0,0,0
115830,1,1,1,0.113840147,1,0,0,0
116608,0,1,1,0.113840147,1,0,0,0
116946,1,1,1,0.850330998,1,0,0,0
117411,1,0,1,0.899430388,1,0,0,0
121314,1,0,1,0.506635267,1,0,0,0
121585,1,1,1,0.850330998,1,0,0,0
121674,1,1,1,0.359337097,0,0,0,1
122694,1,0,1,0.457535877,1,0,0,0
122749,1,0,1,0.162939537,1,0,0,0
124398,1,1,1,-0.131656803,0,0,0,1
124854,1,1,1,0.162939537,1,0,0,0
125420,1,1,1,0.997629168,1,0,0,0
125526,1,1,1,0.408436487,1,0,0,0
126035,1,1,1,0.113840147,1,0,0,0
127264,1,0,1,-3.568614107,0,0,0,0
127732,1,1,1,0.408436487,1,0,0,0
129448,1,1,1,0.457535877,1,0,0,0
130011,1,1,1,0.703032828,1,0,0,0
131213,1,0,1,-0.033458023,1,0,0,0
134960,1,0,1,-3.568614107,0,0,0,0
135100,1,1,0,-1.948334235,0,0,1,0
135985,1,0,1,0.359337097,1,0,0,0
136151,1,1,1,0.604834047,0,0,0,1
137049,1,0,1,-0.720849484,1,0,0,0
137231,1,1,0,-1.408240944,0,0,1,0
138931,0,0,1,-0.229855583,0,0,1,0
139931,1,1,1,0.261138317,1,0,0,0
141531,0,0,1,-3.568614107,0,0,0,0
145373,1,1,1,0.359337097,1,0,0,0
147283,1,1,1,0.653933437,0,0,0,1
149450,1,1,1,0.015641367,1,0,0,0
152123,1,1,1,-0.475352534,1,0,0,0
157463,1,1,1,-0.082557413,1,0,0,0
157830,1,0,1,0.457535877,0,0,0,1
159695,1,1,1,-0.033458023,0,0,0,1
163327,1,0,1,0.212038927,0,1,0,0
165284,1,1,1,0.064740757,0,0,0,1
165393,1,1,1,0.064740757,1,0,0,0
165979,1,0,1,0.801231608,1,0,0,0
166835,1,1,1,0.653933437,1,0,0,0
167269,1,1,1,-0.082557413,1,0,0,0
167875,1,0,1,0.703032828,1,0,0,0
168072,0,0,1,-0.622650704,1,0,0,0
168813,1,1,1,-0.328054363,1,0,0,0
169078,1,1,1,0.064740757,0,0,0,1
169382,1,1,1,0.113840147,1,0,0,0
169488,1,0,1,0.506635267,1,0,0,0
169664,1,0,1,0.162939537,1,0,0,0
170086,1,0,1,0.604834047,1,0,0,0
171376,1,0,1,0.899430388,1,0,0,0
173720,1,0,1,0.703032828,0,0,0,1
174009,1,0,1,0.408436487,1,0,0,0
174031,1,0,1,0.359337097,1,0,0,0
175030,1,1,1,0.457535877,1,0,0,0
175684,0,0,1,-0.033458023,0,0,1,0
177868,1,0,1,0.212038927,1,0,0,0
178318,1,1,1,-3.568614107,0,0,0,0
178748,1,1,1,0.752132218,0,0,0,1
180587,1,0,1,0.653933437,1,0,0,0
181142,1,1,1,-3.568614107,0,0,0,0
181450,1,0,1,0.408436487,0,0,0,1
182132,1,0,1,0.261138317,1,0,0,0
182171,1,0,1,0.850330998,0,0,0,1
182676,1,1,1,0.752132218,1,0,0,0
183316,1,1,1,0.506635267,0,0,1,0
183692,1,1,1,-0.033458023,0,0,1,0
184318,1,1,1,-0.033458023,1,0,0,0
186185,0,0,1,-0.131656803,1,0,0,0
186512,1,0,1,1.046728558,0,0,0,1
186940,1,1,1,0.899430388,1,0,0,0
187364,1,0,1,0.653933437,0,0,0,1
187427,1,1,1,0.212038927,1,0,0,0
